Nama Pengguna,Rating,Tanggal,Ulasan,Sentimen,Ulasan_Bersih
Ariel Triyogo,5,2025-10-23 12:46:57,lumayan fast track♥️,Positif,lumayan fast track
Syah Roni,5,2025-10-23 09:25:14,mempermudah transaksi banyak promo yang berlangsung setiap hari,Positif,mudah transaksi banyak promo langsung tiap hari
hendri suherlan,4,2025-10-23 08:50:00,mantap,Positif,mantap
theSANTOSO4 family,2,2025-10-23 08:05:38,"aplikasinya kenapa sih,harus di restart or di instal ulang baru bisa kepencet pilihan2nya",Negatif,aplikasi kenapa sihharus restart or instal ulang baru bisa pencet pilih
Pak Ondo,5,2025-10-23 06:43:18,barkot kami k blokir cara membuka blokiran,Positif,barkot kami k blokir cara buka blokir
Muhamad Mukhtas,5,2025-10-22 20:35:29,"lancar jadinya perjalanan, karena pertalite lancar",Positif,lancar jadi jalan karena pertalite lancar
Muslimin Muslimin,5,2025-10-22 20:04:22,sukses slalu ya,Positif,sukses slalu ya
Auwalin Walin,5,2025-10-22 19:32:42,mantap dan mudah,Positif,mantap mudah
Abdul Rohman,5,2025-10-22 17:43:58,good,Positif,good
Fikri Haikal,5,2025-10-22 17:18:26,saya suka,Positif,saya suka
subie,2,2025-10-22 17:15:00,"loading mulu, harus restart setiap isi bensin",Negatif,loading mulu harus restart tiap isi bensin
Naufal Lukman (Noval),2,2025-10-22 16:52:56,kasih promo lah biar bintang full jangan di oplos lagi minggat lu mafia minyak,Negatif,kasih promo lah biar bintang full jangan oplos lagi minggat lu mafia minyak
Gac Rukun,5,2025-10-22 14:54:45,tolong dong sekalian bisa melacak Pertamina mana yg telah di pakai barcode biar gampang buat melacak mobil hilang di bawah kabur,Positif,tolong dong sekali bisa lacak pertamina mana telah pakai barcode biar gampang buat lacak mobil hilang bawah kabur
Jeffri Willigen,1,2025-10-22 14:26:25,Tahun 2024 saya isi mobil pertalite di SPBU lancar tidak ada kendala sama sekali sampai akhirnya diperbaharui tahun 2025 malah waktu beli pertalite discan petugas SPBU kok no.plat kosong/tidak terbaca padahal di aplikasi ku aktif bersubsidi 120L/120L dan tertera no plat juga. aplikasi aneh bikin ribet. padahal mobil lain nggak ada msalah waktu mengisi.gimana itu solusinya Pertamina. rata² byk komplain disini dg berbagai nasalah,Negatif,tahun saya isi mobil pertalite spbu lancar tidak ada kendala sama sekali sampai akhir baharu tahun malah waktu beli pertalite discan tugas spbu kok noplat kosongtidak baca padahal aplikasi ku aktif subsidi ll tera no plat juga aplikasi aneh bikin ribet padahal mobil lain nggak ada msalah waktu mengisigimana solusi pertamina rata byk komplain sini dg bagai nasalah
Arief Rakhman,5,2025-10-22 13:18:42,ok,Positif,ok
Syukur Iman,1,2025-10-22 12:53:23,Aplikasi apa ini. kemarin saya dapat Voucher Pertamina Dpt saldo 50.000 waktu masuk ke saldo di potong 37.000 sekarang Saldo hilang jadi 0. Gaje,Negatif,aplikasi apa kemarin saya dapat voucher pertamina dpt saldo waktu masuk saldo potong sekarang saldo hilang jadi gaje
Queen Silper,5,2025-10-22 12:23:53,good,Positif,good
Hardi T,5,2025-10-22 12:08:47,Mantap banget,Positif,mantap banget
Ankers Ankers,5,2025-10-22 11:35:01,"aplikasi yang sangat membantu serta menarik karna didalam nya terdapat berbagai fitur tidak hanya bisa digunakan untuk transaksi pembelian BBM saja, tetapi untuk pembelian Bright gas serta ada fitur layanan antar juga memudahkan kita yang ingin beli gas tapi malas keluar, layanan antar ini bisa menjadi salah satu pilihan nya, serta ada fitur subsidi tepat yang dapat mendaftarkan QR barcode kendaraan roda 4 maupun ke atas untuk pembelian BBM subsidi.",Positif,aplikasi sangat bantu serta tarik karna dalam nya dapat bagai fitur tidak hanya bisa guna transaksi beli bbm saja tetapi beli bright gas serta ada fitur layan antar juga mudah kita ingin beli gas tapi malas keluar layan antar bisa jadi salah satu pilih nya serta ada fitur subsidi tepat dapat daftar qr barcode kendara roda maupun atas beli bbm subsidi
Adiatma Bengawan,1,2025-10-22 10:35:32,ribet harus foto data langsung udah berkali kali gagal ngulang foto langsung terus ga bisa dari galeri,Negatif,ribet harus foto data langsung udah kali kali gagal ngulang foto langsung terus tidak bisa galeri
Suleman Prayoga,5,2025-10-22 10:24:23,membeli BBM sangat praktis,Positif,beli bbm sangat praktis
Yaski Yaski,5,2025-10-22 10:12:26,oc siap,Positif,oc siap
Indonesia Glory,1,2025-10-22 09:41:23,"proses pembayaran pakai otp dan pulsa lagi ?, sangat tidak niat",Negatif,proses bayar pakai otp pulsa lagi sangat tidak niat
Tuty Supriany,5,2025-10-22 08:15:28,sangat membantu saat pengisian bbm,Positif,sangat bantu saat isi bbm
Didi S,4,2025-10-22 07:16:32,aplikasi suka lambat,Positif,aplikasi suka lambat
Onang Nang,5,2025-10-21 21:32:48,mantap,Positif,mantap
Azis,1,2025-10-21 21:19:17,masih ada pertamina karpet merah tidak mau melayani konsumen pertamax turbo di pom bensin pertamina pasar ciputat.,Negatif,masih ada pertamina karpet merah tidak mau layan konsumen pertamax turbo pom bensin pertamina pasar ciputat
Antoniyus Sebastian,5,2025-10-21 17:17:43,bagus,Positif,bagus
Sastrawan Pribadi,5,2025-10-21 16:30:32,Mntap Jiwa,Positif,mntap jiwa
Nur Hidayat,5,2025-10-21 15:58:41,bagus,Positif,bagus
Babe Echa,5,2025-10-21 13:36:01,sejauh ini pertama kali pakai aplikasi ini cukup nyaman namun lagi perhatikan saat mulai pembayaran belum ada ya fitur biometrics pakai fingerprint serta tampilan dark tidak ada ... mudah2an masukan saya diperhatikan oleh pengembang aplikasi MyPertamina,Positif,jauh pertama kali pakai aplikasi cukup nyaman namun lagi perhati saat mulai bayar belum ada ya fitur biometrics pakai fingerprint serta tampil dark tidak ada mudah masuk saya perhati oleh kembang aplikasi mypertamina
daviter saputra,1,2025-10-21 12:19:21,transaksi gagal namun saldo terpotong,Negatif,transaksi gagal namun saldo potong
Pandu Hmc,4,2025-10-21 11:32:19,masih membingungkan 😅,Positif,masih bingung
Deny Kustiawan,1,2025-10-21 11:28:16,"ngantri udah panjang ehh barcode nya ga bisa, udh diriset barcode tetep ga bisa, alhasil ga bisa udah antri panjang tetep ga bisa isi. aplikasi tolol satu lagi barcode saya riwayat nya terpakai stiap hari. logika ajh masa isi bensin tiap hari. hayoo kok bisa digunakan orang lain ya.",Negatif,ngantri udah panjang ehh barcode nya tidak bisa udh riset barcode tetep tidak bisa alhasil tidak bisa udah antri panjang tetep tidak bisa isi aplikasi tolol satu lagi barcode saya riwayat nya pakai stiap hari logika ajh masa isi bensin tiap hari hayoo kok bisa guna orang lain ya
Alan Smart,5,2025-10-21 10:55:58,"sebenarnya jika Pertamina jualan solar B50 dalam botol plastik isi 5 liter pasti untung, tak perlu ada SPBU terutama daerah terpencil pelosok desa. lebih hemat non subsidi pasti habis di beli petani.",Positif,benar jika pertamina jual solar b dalam botol plastik isi liter pasti untung tak perlu ada spbu utama daerah pencil pelosok desa lebih hemat non subsidi pasti habis beli tani
Bang Iful,4,2025-10-21 09:41:26,setelah di update kenapa tampilan barcode subsidi BBM kembali ke tampilan yg dulu Lagi?,Positif,telah update kenapa tampil barcode subsidi bbm kembali tampil dulu lagi
Ruckyat abdissalam,2,2025-10-21 07:51:52,Aplikasinya Foce close saat ambil foto kendaraan/stnk,Negatif,aplikasi foce close saat ambil foto kendaraanstnk
Nurmilal nurmilal,5,2025-10-21 07:45:56,bagus,Positif,bagus
Ade Irawan,5,2025-10-21 06:53:53,bagus,Positif,bagus
marlisyanto,5,2025-10-21 05:47:47,mantap dan semoga kedepan makin baik lagi sehingga pembelian BBM bersubsidi dari dg penyalahgunaan QR milik org lain oleh pedagang pengepul minyak ilegal smakin berkurang,Positif,mantap moga depan makin baik lagi sehingga beli bbm subsidi dg penyalahgunaan qr milik org lain oleh dagang kepul minyak ilegal smakin kurang
eko widiyatmoko,5,2025-10-21 04:55:02,"sangat membantu, keep it up",Positif,sangat bantu keep it up
Usuf,5,2025-10-21 01:49:15,sangat praktis,Positif,sangat praktis
Yatno No,5,2025-10-20 22:43:46,my pertamina sangat membantu saya,Positif,my pertamina sangat bantu saya
wiskamto wiskamto,5,2025-10-20 22:06:29,mantap,Positif,mantap
Zul Simanungkalit,5,2025-10-20 19:45:42,sangat membantu sekali semoga data kita aman,Positif,sangat bantu sekali moga data kita aman
Febriansyah Cahya,2,2025-10-20 18:05:02,Saya baru sadar selama pakai My Pertamina dan bayar pun pakai apk tp kenapa point saya ga nambah² yaa beda dengan shell . ni point di kemana in ya...,Negatif,saya baru sadar lama pakai my pertamina bayar pun pakai aplikasi tp kenapa point saya tidak nambah yaa beda shell ni point mana in ya
Ib Nu,5,2025-10-20 16:35:56,"lumayan, dapat potongan...,😊",Positif,lumayan dapat potong
Abdul Roni. SE,5,2025-10-20 16:12:15,sangat membantu,Positif,sangat bantu
ambardana suhardi,5,2025-10-20 15:24:13,oke,Positif,oke
Tarzan Newborn,5,2025-10-20 14:03:41,bagus,Positif,bagus
lika andriati,5,2025-10-20 13:55:18,lebih praktis,Positif,lebih praktis
Mekal Mekal,5,2025-10-20 13:27:31,ini sangat membantu saya,Positif,sangat bantu saya
Muhamad Arazka,2,2025-10-20 13:24:55,ini Pertamina gmn setiap pom bensin takaran nya janggal semua ky gak sesuai literan nya..ingat dosa bos jangan curang mana serasa cepet abis bensin sekarang mh,Negatif,pertamina gmn tiap pom bensin takar nya janggal semua ky gak sesuai liter nyaingat dosa bos jangan curang mana serasa cepet abis bensin sekarang mh
Abi Irfan Rajes Al-Arami,5,2025-10-20 13:06:32,mantap,Positif,mantap
Aprizal Maulana,1,2025-10-20 12:52:58,masa foto kendaraan di aplikasi berbeda dengan foto di operator SPBU,Negatif,masa foto kendara aplikasi beda foto operator spbu
Juan Anthony,1,2025-10-20 12:24:37,payah,Negatif,payah
Syahlan alan,1,2025-10-20 11:29:09,"mending ga usah di adain ini aplikasi,, gw lagi ga pegang duit cas niat bayar pake apk ini g bisa, alasan pom ny ga bisa my Pertamina elor ktanya, najis nya.",Negatif,mending tidak usah adain aplikasi gw lagi tidak pegang duit cas niat bayar pake aplikasi g bisa alas pom ny tidak bisa my pertamina elor ktanya najis nya
Rîqî Adîtyâ,5,2025-10-20 09:55:38,mantap sekalii,Positif,mantap sekali
Ardian Feri,5,2025-10-20 09:48:41,"bagus aplikasinya jadi sdh siap utk isi minyak tanpa takut ketinggalan dompet, kurangnya hanya sedikit SPBU yg melayani non tunainya itu kalau di Palembang sih gak tau kota laen",Positif,bagus aplikasi jadi sdh siap utk isi minyak tanpa takut tinggal dompet kurang hanya sedikit spbu layan non tunai kalau palembang sih gak tau kota laen
Ulin Nuha,5,2025-10-20 09:29:07,ok,Positif,ok
Yukimaru Akira,1,2025-10-20 07:23:02,rese orang ga ngapa2in juga barcode di blokir mulu,Negatif,rese orang tidak ngapain juga barcode blokir mulu
apreza pashya,5,2025-10-19 22:02:15,lanjut,Positif,lanjut
amin udin,1,2025-10-19 17:15:44,"transaksi gagal pas d spbu, sudah scan qr & verifikasi pembayaran, saldo sudah terpotong tapi transaksi tidak masuk ke edc spbu, sudah beberapa hari email tapi masih belum ada balasan, fitur live chat sudah hilang jadi susah untuk komplen setelah ada respon dari my pertamina katanya proses maksimal 3x24 jam tapi kenyataannya sebulan lebih juga masih belum ada perkembangan",Negatif,transaksi gagal pas d spbu sudah scan qr verifikasi bayar saldo sudah potong tapi transaksi tidak masuk edc spbu sudah beberapa hari email tapi masih belum ada balas fitur live chat sudah hilang jadi susah komplen telah ada respon my pertamina kata proses maksimal x jam tapi nyata bulan lebih juga masih belum ada kembang
Agung Syahputra,5,2025-10-19 15:17:24,nice,Positif,nice
kevin wibisono,4,2025-10-19 14:36:16,haris scan ke tempatnya ga bisa cukup di dalam mobil saja,Positif,haris scan tempat tidak bisa cukup dalam mobil saja
Rit_ Aga,5,2025-10-19 13:18:34,trimakasih mypertamina..👍 sy sangat terbantu dg mypertamina sangat bermanfaat,Positif,trimakasih mypertamina sy sangat bantu dg mypertamina sangat manfaat
"Zainal Falah, M.Pd.I",5,2025-10-19 12:39:13,mantap,Positif,mantap
dwi wahyuni,5,2025-10-19 12:28:33,pelayanan cepat dan ramah,Positif,layan cepat ramah
Ganda Herianto,5,2025-10-19 12:24:06,bagus mantap,Positif,bagus mantap
Leorencius Silalahi,5,2025-10-19 12:13:58,mantap,Positif,mantap
Anjar Aji Pangesti,1,2025-10-19 11:50:14,ga bisa daftar tot,Negatif,tidak bisa daftar tot
FERGI AWAN CAHYONO NUR ISDANTO,5,2025-10-19 09:11:24,oke,Positif,oke
Edi purwanto,5,2025-10-19 08:32:14,good,Positif,good
Firman LUTHFI RENTAL CHENNEL,4,2025-10-19 07:59:42,"sebener aplikasi ini sangat d butuhkan jika kami TDK bawa uang kes namun aplikasi banyak kekecewaan untuk mengisi saldo sangat susah, harus pake link ank atau depit perusaan BUMN GK pernah canggih UU untuk tup op aj susah bnyak aplikasi yg sangat muda untuk tup out dll sbgai ini tup up cuma. pke link Ajja dan laguy harus pake debit",Positif,sebener aplikasi sangat d butuh jika kami tidak bawa uang kes namun aplikasi banyak kecewa isi saldo sangat susah harus pake link ank atau depit rusa bumn tidak pernah canggih uu tup op aj susah bnyak aplikasi sangat muda tup out dll sbgai tup up cuma pke link ajja laguy harus pake debit
Mas Bimbim,1,2025-10-19 02:30:56,apk busuk !,Negatif,aplikasi busuk
Joyo Glondor,1,2025-10-19 01:12:15,"data sudah benar tapi selalu gagal ambil barkot, barkot keluar pas beli BBM no kendaran tidak terdaftar",Negatif,data sudah benar tapi selalu gagal ambil barkot barkot keluar pas beli bbm no kendaran tidak daftar
edo yapi,5,2025-10-19 00:16:39,baik,Positif,baik
Hendrayana Sukanampa,5,2025-10-18 22:50:44,mantap,Positif,mantap
Riski Ambarita,5,2025-10-18 22:38:02,sudah bagus dan mudah di pergunakan,Positif,sudah bagus mudah guna
Egi Nugraha F.A,4,2025-10-18 21:42:14,lokasi SPBU tidak akurat,Positif,lokasi spbu tidak akurat
Niken Meyca,2,2025-10-18 20:02:05,"maaf ratenya 2 dulu, di karenakan saya tidak bisa meregistrasikan akun baru, mohon di bantu min,kalo clear nanti saya rubah rate.",Negatif,maaf ratenya dulu karena saya tidak bisa registrasi akun baru mohon bantu minkalo clear nanti saya rubah rate
Psyifa Nazilah,1,2025-10-18 19:53:59,Sumpah gembel bgt woyy masa iya bayar bensin gk bisa pke qris. Pom di paninggilan,Negatif,sumpah gembel banget woyy masa iya bayar bensin tidak bisa pke qris pom paninggil
Candra Ja,5,2025-10-18 19:53:53,jos mantap,Positif,jos mantap
Muhammad Iqbal Winahyu,1,2025-10-18 17:41:30,"Ribet, ga semua pom nerima Qris Isi 1Liter, Mesti Cash mulu.",Negatif,ribet tidak semua pom nerima qris isi liter mesti cash mulu
Kaleng Digital,1,2025-10-18 16:51:40,"Aplikasi membingungkan, barcode lama tiba2 dihapus dan tidak dpt digunakan untuk membeli pertalite. Konfirmasi by email diharuskan buat barcode baru ehh susahnya minta ampun, padahal sdh foto KTP, foto mobil. Akun harus dihubungkan dengan akun subsidi tepatlah ribet banget 👎👎",Negatif,aplikasi bingung barcode lama tiba hapus tidak dpt guna beli pertalite konfirmasi by email harus buat barcode baru ehh susah minta ampun padahal sdh foto ktp foto mobil akun harus hubung akun subsidi tepat ribet banget
Novihs 05,5,2025-10-18 16:45:14,hahss,Positif,hahss
Syafri Him,4,2025-10-18 15:29:49,g ada...,Positif,g ada
Joni Putro,5,2025-10-18 13:58:04,mantap Gak Ada Manipulasi,Positif,mantap gak ada manipulasi
Dery,5,2025-10-18 13:03:25,lancar,Positif,lancar
Rika Siswanti,5,2025-10-18 09:42:36,ok,Positif,ok
Abdul Cholik,5,2025-10-18 09:19:11,trimakasih banyak sudah memberikan segalanya yang terbaik untuk kami,Positif,trimakasih banyak sudah beri segala baik kami
Abdul Kholik,5,2025-10-18 08:22:25,mantap,Positif,mantap
susanto 91,4,2025-10-18 08:00:56,ok,Positif,ok
Su Narto,5,2025-10-18 07:35:41,ok,Positif,ok
N A H O,5,2025-10-18 07:24:22,mudah banget,Positif,mudah banget
Jamyari Jamyari,5,2025-10-18 06:26:17,okay memudahkan transaksi dan menyenangkan,Positif,okay mudah transaksi senang
Kurniawan Maulana,5,2025-10-17 22:40:09,Aplikasi MyPertamina Bagus sangat membantu dalam proses pembayaran mudah dan cepat dapat point juga semoga aplikasi MyPertamina dikembangkan lagi terima kasih🙏🏻 saran saya : point yang dikumpulkan jangan pakai masa berlaku/Kadaluarsa. dan dapat di tukarkan,Positif,aplikasi mypertamina bagus sangat bantu dalam proses bayar mudah cepat dapat point juga moga aplikasi mypertamina kembang lagi terima kasih saran saya point kumpul jangan pakai masa berlakukadaluarsa dapat tukar
Abdilah Sahara,1,2025-10-17 22:18:54,BUSUKKK SAYA ANTRI SOLAR 4 JAM GILIRAN ANTRIAN SAYA APLIKASINYA ERORR GABISA UNTUK BAYARRR!!!! BUSUKK!!!!,Negatif,busukkk saya antri solar jam gilir antri saya aplikasi erorr gabisa bayarrr busukk
Jembut Koe,1,2025-10-17 22:01:53,"Pelayanan Pertamina Semakin Buruk hampir di semua SPBU Bnyak Yg Tidak Menerima Pembayaran Melayani Menggunakan aplikasi My Pertamina Tidak Memuaskan ,Masih Bnyak SPBU yg tidak berfungsi Pakai Aplikasi Ini, Percuma Download Udah Capek2 Antri giliran mau isi Gak Bisa,Pelayanan Bobrok tidakBerkualitas. Gak Punya Malu Sama Pesaingnya Yg Gercep Dalam melayani Konsumen Pembayaran apa aja bisa gak pakai ribet gak bnyak alasan. melayani tidak sepenuh Hati Cuma Di Pertamina.",Negatif,layan pertamina makin buruk hampir semua spbu bnyak tidak terima bayar layan guna aplikasi my pertamina tidak muas masih bnyak spbu tidak fungsi pakai aplikasi percuma download udah capek antri gilir mau isi gak bisapelayanan bobrok tidakberkualitas gak punya malu sama saing gercep dalam layan konsumen bayar apa aja bisa gak pakai ribet gak bnyak alas layan tidak sepenuh hati cuma pertamina
Yuda Wira Tama,4,2025-10-17 20:57:31,"barcode saya kepakai orang SPBU , jadi nya keblokir nihh tolong dong untuk buka blokiran nya di permudah",Positif,barcode saya pakai orang spbu jadi nya blokir nihh tolong dong buka blokir nya mudah
Imam Zub,1,2025-10-17 19:29:19,"kocak ini , tiba"" barcode ke blokir sendiri, aneh bnr, mana ribet bnr ngurus nya",Negatif,kocak tiba barcode blokir sendiri aneh bnr mana ribet bnr ngurus nya
SOLAHUDIN,1,2025-10-17 18:02:56,Ga jelas aplikasinya,Negatif,tidak jelas aplikasi
Santo Forever87,1,2025-10-17 15:15:23,"Aplikasi jelek pantes aja sebagian orang lbh pilih spbu swasta daripada pertamina, tahu sendiri lah alasannya",Negatif,aplikasi jelek pantes aja bagi orang lbh pilih spbu swasta daripada pertamina tahu sendiri lah alas
Yoga Ahmad Handoko,5,2025-10-17 15:10:54,Aplikasi yang sangat membantu,Positif,aplikasi sangat bantu
Legenda Patahhati,4,2025-10-17 14:23:05,"telp customer service habis 30 RB, bingung, mendingan lngsung ke spbu",Positif,telp customer service habis rb bingung mending lngsung spbu
m.syahid pamungkas syahid,5,2025-10-17 13:41:00,alhamdulillah,Positif,alhamdulillah
Hariyanto,1,2025-10-17 12:55:57,"Parah mypertamina, setelah scan barcode pembayaran kartu kredit bri malah muter sangat lama, akhirnya aku batalin & bayar cash Lah 2 hari kemudian ternyata aku cek di tagihan muncul & berhasil ini sangat parah & merepotkan Setelah besok aku urusin ke SPBU langsung akan aq UNINSTAL aplikasi ini",Negatif,parah mypertamina telah scan barcode bayar kartu kredit bri malah muter sangat lama akhir aku batalin bayar cash lah hari kemudian nyata aku cek tagih muncul hasil sangat parah repot telah besok aku urusin spbu langsung akan aq uninstal aplikasi
Maman Muharman,1,2025-10-17 12:46:18,kenapa Spbu sudah ada logo My Pertamina tapi isi pertalite Motor saya tidak bisa di jalur khusus My Pertamina tersebut. sangat kecewa,Negatif,kenapa spbu sudah ada logo my pertamina tapi isi pertalite motor saya tidak bisa jalur khusus my pertamina sebut sangat kecewa
Amir Tanadi,5,2025-10-17 10:45:02,ok,Positif,ok
Pedrosa Damanik,5,2025-10-17 09:58:39,top,Positif,top
Maulana Malik Ibrahim,5,2025-10-17 07:52:50,kereen nih,Positif,kereen nih
Eko Budisatoto,5,2025-10-17 07:31:57,transaksi yang memudahkan pelanggan,Positif,transaksi mudah langgan
chandra helmy,5,2025-10-17 07:06:53,Semoga mendapatkan banyak reward😁,Positif,moga dapat banyak reward
Ronnii Ramdannii,1,2025-10-17 06:26:43,"lupa password ngga bisa terus, ""coba lagi lain waktu"" terus aja kya gtu keterangan nya, udh nyoba lain waktu, lain hari, lain minggu, SAMA AJA.. Aplikasi mempersulit rakyat.",Negatif,lupa password ngga bisa terus coba lagi lain waktu terus aja kya gtu terang nya udh nyoba lain waktu lain hari lain minggu sama aja aplikasi sulit rakyat
Iwan Hendrawan,5,2025-10-17 06:09:12,efisiensi dan sehat,Positif,efisiensi sehat
hantu 69,1,2025-10-17 04:39:04,"2X pas mau isi bbm pas scan mental. yang bermasalah aplikasinya yang sampah,sinyalnya yang cacat atau operator dari spbunya",Negatif,x pas mau isi bbm pas scan mental masalah aplikasi sampahsinyalnya cacat atau operator spbunya
Ahmad Darius,5,2025-10-17 02:57:51,oke,Positif,oke
RIZAL CARGO,5,2025-10-17 00:38:04,mantap,Positif,mantap
Nugroho Dwi Safria,5,2025-10-17 00:30:49,baguuuus sekali,Positif,baguuuus sekali
Siti Aisyah,1,2025-10-16 22:40:58,"aplikasi map ny ga bisa di rating so rating disini aja. Tlong pihak IT yang bkin aplikasi tampilan nya yg wajar"" aja, gausah ribet nyusahin update terbaru ini, masa tiap input transaksi harus verifikasi, lu kira robot yg ngisi kah? yang normal"" aja. Saran saya kembali ke tampilan lama aja, kan gas itu ada batasan yang dikasih perbulan, lebih enak ngecek ny kalo di versi lama atau ga lu kasih notif kalo udah capai limit, pencarian nik jg tampilin dong rekomen biar cpt, jgn nyusahin orang.",Negatif,aplikasi map ny tidak bisa rating so rating sini aja tlong pihak it bkin aplikasi tampil nya wajar aja gausah ribet nyusahin update baru masa tiap input transaksi harus verifikasi lu kira robot ngisi kah normal aja saran saya kembali tampil lama aja kan gas ada batas kasih bulan lebih enak ngecek ny kalo versi lama atau tidak lu kasih notif kalo udah capai limit cari nik jg tampilin dong rekomen biar cpt jgn nyusahin orang
Nikola Pratama,2,2025-10-16 22:33:08,semua lokasi spbu tidak sesuai dengan google map,Negatif,semua lokasi spbu tidak sesuai google map
wulan asmara sejati,5,2025-10-16 21:54:08,Bagus,Positif,bagus
AchmadPutra Tunggal,1,2025-10-16 20:05:19,"Aplikasi yg mempersulit masyarat untuk membeli bbm bersubsidi,,, kalo ada yg sylit kenapa harus yg mudah,,, konoha gitu lho😀😀😀😀",Negatif,aplikasi sulit masyarat beli bbm subsidi kalo ada sylit kenapa harus mudah konoha gitu lho
Udin Aja,1,2025-10-16 18:48:29,updatenya nyusahin orang udh bagus kayak kemarin kemarin ini diperbarui bukannya mempermudah malah ribet,Negatif,updatenya nyusahin orang udh bagus kayak kemarin kemarin baru bukan mudah malah ribet
Ruslan Sattar,5,2025-10-16 18:25:38,mantul,Positif,mantul
Abdul Rohman,1,2025-10-16 17:50:24,kasi promo cashback kek,Negatif,kasi promo cashback kek
Budie Wiesono,5,2025-10-16 16:43:13,good,Positif,good
NdreJulian,5,2025-10-16 15:24:30,memudahkan saya,Positif,mudah saya
Angga Yunandha,5,2025-10-16 15:05:41,semakin sukses dan terus maju,Positif,makin sukses terus maju
Aldy Hero,5,2025-10-16 14:56:47,pertamina the best,Positif,pertamina the best
bung ben,1,2025-10-16 14:28:06,ribet susah registrasinya,Negatif,ribet susah registrasi
Herawati Kefas,5,2025-10-16 13:35:42,ini aplikasi pertamina yg asli yaa,Positif,aplikasi pertamina asli yaa
Ligia Baskoro,1,2025-10-16 13:10:27,ternyata ga semua spbu bisa bayar pake my pertamina alasannya edcnya belum updet,Negatif,nyata tidak semua spbu bisa bayar pake my pertamina alas edcnya belum updet
Yer Rr,1,2025-10-16 12:47:14,Jelek muter Mulu bangke,Negatif,jelek muter mulu bangke
Mayang Saridewi,5,2025-10-16 12:46:03,keren,Positif,keren
Frans Sanjaya,5,2025-10-16 12:03:43,4 jam antrian baru bisa ngisi solar,Positif,jam antri baru bisa ngisi solar
suwanto to,5,2025-10-16 10:19:46,sangat membantu bagi pengguna pertalite,Positif,sangat bantu bagi guna pertalite
Marsono Hadi,5,2025-10-16 08:44:09,OK,Positif,ok
andhika anggoro,1,2025-10-16 08:24:22,"makin gk jelas, gk bisa banding buat daftarin ulang barcode nya",Negatif,makin tidak jelas tidak bisa banding buat daftarin ulang barcode nya
Farhan,5,2025-10-16 08:08:27,mantap,Positif,mantap
sugianti 143,5,2025-10-16 08:05:28,good,Positif,good
Wiwi Pertiwi,5,2025-10-16 07:23:12,Semoga pertamina dapat menjaga kualitas bensinnyab,Positif,moga pertamina dapat jaga kualitas bensinnyab
PROPERTY KOTA METRO,5,2025-10-16 07:13:34,bagus sekali,Positif,bagus sekali
Fritz Yohanes William,5,2025-10-16 07:10:19,mantap pertamina,Positif,mantap pertamina
Diman Ajah TV,1,2025-10-15 22:54:57,percuma ada my Pertamina beberapa SPBU swasta tidak mengunakan my Pertamina dan tetap mengantri hadeh,Negatif,percuma ada my pertamina beberapa spbu swasta tidak mengunakan my pertamina tetap antri hadeh
Yanti Setiawan,5,2025-10-15 21:31:36,"sangat membantu , ga perlu antri panjang sekaliii",Positif,sangat bantu tidak perlu antri panjang sekaliii
Totok Suwanto,5,2025-10-15 18:43:05,QR terblokir lama banget. semoga cepat ditangani,Positif,qr blokir lama banget moga cepat tangan
Wawan Kurniawan,5,2025-10-15 17:10:08,ok banget,Positif,ok banget
Muhamad Ridwan,5,2025-10-15 16:30:46,mempermudah dan praktis,Positif,mudah praktis
VcX_666_XcV,5,2025-10-15 16:22:50,work,Positif,work
Diyah Triyawati,5,2025-10-15 15:34:38,jelek,Positif,jelek
Gear Corei5,2,2025-10-15 15:07:40,"Aplikasi Masih perlu perbaikan, Tidak bisa membeli E-voucher dengan metode pembayaran AstraPay",Negatif,aplikasi masih perlu baik tidak bisa beli evoucher metode bayar astrapay
Muzakir,1,2025-10-15 15:06:18,"aplikasi Masih perlu perbaikan, Tidak bisa membeli E-voucher dengan metode pembayaran AstraPay",Negatif,aplikasi masih perlu baik tidak bisa beli evoucher metode bayar astrapay
Fransiskus Mul,5,2025-10-15 14:47:33,mudah dan cepat,Positif,mudah cepat
URIRARA FAMILY,5,2025-10-15 13:47:14,good service,Positif,good service
ABDUL AZIZ,5,2025-10-15 12:48:10,bagus membantu nontunai,Positif,bagus bantu nontunai
Budi Sulistiya,5,2025-10-15 11:13:32,bermanfaat,Positif,manfaat
revina .25,5,2025-10-15 09:49:37,sangat beik,Positif,sangat beik
Raffi Attar hariman,5,2025-10-15 09:45:58,bagus,Positif,bagus
taufik urohman,5,2025-10-15 09:41:50,Report aja nih biar ilang apk nya bikin ribet aja,Positif,report aja nih biar ilang aplikasi nya bikin ribet aja
Sandi Furiyanto,5,2025-10-15 08:56:34,bagus,Positif,bagus
Beny Prabowo,5,2025-10-15 08:44:54,input kendaraan lwt aplikasi gak bisa tp kl lwt web bisa malah sdh terverifikasi. pas dimasukkan ulang lwt aplikasi kendaraan tdk dikenali,Positif,input kendara lwt aplikasi gak bisa tp kl lwt web bisa malah sdh verifikasi pas masuk ulang lwt aplikasi kendara tidak nali
Efrianto Arya,5,2025-10-15 08:25:16,mantab,Positif,mantab
Ato Sutarsa,1,2025-10-15 04:45:19,aplikasi tolol,Negatif,aplikasi tolol
